"",l-query1,cnt-query1,memory
1,5316.95,23.17,28.338412358210636
2,6176.263157894737,56.17,28.61180830001831
3,5528.777777777777,89.17,28.322590668996174
4,5378.8421052631575,124.17,27.917656819025677
5,6173.736842105263,158.17,27.782647371292114
6,5522.611111111111,191.17,27.511929194132488
7,6178.578947368421,225.17,27.312785466512043
8,5389.473684210527,260.17,27.43839716911316
9,5521.222222222223,293.17,26.934269905090332
