"",latency-Q10,memory
1,729.1550632911392,57.2122080876277
2,683.3240131578947,82.66205469767253
3,643.6795302013422,86.988831837972
4,686.1092715231788,91.11996269226074
5,663.5401337792642,97.01793670654297
6,660.1006711409397,100.57912699381511
7,674.9536423841059,105.50587399800618
8,674.5889261744967,108.08652750651042
9,663.4884488448845,113.05494817097981
10,675.3299663299663,118.06544431050618
11,656.1423841059602,121.05662790934245
12,674.547138047138,126.22712898254395
13,653.5693069306931,130.69897397359213
14,667.929292929293,133.75531260172525
15,649.5233333333333,137.95147069295248
