"",latency-Q6,memory
1,8.425531914893616,26.208126703898113
2,3.4430379746835444,31.371267318725586
3,2.7541899441340782,35.95563824971517
4,1.6833333333333333,37.153236389160156
5,1.7833333333333334,38.782793045043945
6,1.8083333333333333,39.63564682006836
7,1.75,40.68917910257975
8,1.6050420168067228,41.001272201538086
9,NaN,40.11615816752116
10,NaN,40.083258310953774
11,NaN,40.116143544514976
12,NaN,40.14902877807617
13,NaN,40.116143544514976
14,NaN,40.08329836527506
15,NaN,40.11628278096517
