"",latency-Q3,memory
1,1213.3125,108.9158868228688
2,1658.2307692307693,110.60495058695476
3,2038.2272727272727,117.98539606730144
4,2189.4736842105262,114.19656753540039
5,2129.3809523809523,111.05873807271321
6,1611.5714285714287,115.13109016418457
7,2121.6315789473683,111.33934211730957
8,1558.75,111.46348190307617
9,2056.7,112.2357546488444
10,1636.45,112.35568682352702
11,1840.05,113.13324356079102
12,1347.05,111.93661117553711
13,1623.904761904762,112.03675397237141
14,1474.55,112.15891520182292
15,1744.15,112.26291847229004
