"",latency-Q5,memory
1,820.7829457364342,78.4844712477464
2,698.5169491525423,95.73894182840984
3,724.7272727272727,106.94682121276855
4,712.00826446281,118.13148244222005
5,744.5882352941177,130.58024660746256
6,711.3083333333333,142.04477246602377
7,704.5206611570248,153.35759607950845
8,711.8813559322034,165.49713134765625
9,729.258064516129,174.33526166280112
10,NaN,175.25213940938315
11,NaN,175.2472718556722
12,NaN,175.6109676361084
13,NaN,175.6307373046875
14,NaN,175.61096954345703
15,NaN,175.62579536437988
