"",latency-Q1,memory
1,802.9382716049382,111.22104151108685
2,1153.3548387096773,110.8128776550293
3,1787.9259259259259,113.98976834615071
4,1492.125,111.10795338948567
5,1188.6,111.2427241007487
6,1452.68,111.35877672831218
7,1560.9166666666667,111.46290397644043
8,1735.3478260869565,112.38864326477051
9,1818.1739130434783,111.69424565633138
10,1605.4347826086957,111.81352806091309
11,1425.1304347826087,113.48083941141765
12,1268.695652173913,112.04539680480957
13,1727.304347826087,112.15457916259766
14,1598.0,113.0933100382487
15,1556.909090909091,113.22212155659993
