"",latency-Q8,memory
1,9631.90909090909,105.99555793175331
2,NaN,417.1906539916992
3,NaN,1137.942642211914
4,NaN,1675.4977709452312
5,215024.75438596492,1804.4655807495117
6,NaN,539.6420516967773
7,NaN,1270.8298514229912
8,NaN,1753.8258946736653
9,NaN,683.3994530571831
10,NaN,963.5282244001116
11,NaN,1519.7670338948567
12,NaN,1806.0544548034668
13,NaN,533.7407882690429
14,NaN,1262.8503243582588
