"",latency-Q10,memory
1,3619.0967741935483,74.82107896071214
2,3447.177966101695,79.5461540222168
3,3419.2727272727275,79.81604131062825
4,3421.875,80.24775123596191
5,3291.561403508772,80.58208847045898
6,3443.0846153846155,81.2213306427002
7,3226.8083333333334,81.66399637858073
8,3381.5086206896553,81.81656710306804
9,3403.4298245614036,82.45699946085612
10,3500.8257575757575,83.13308461507161
11,3215.9666666666667,83.37378311157227
12,3280.122807017544,83.4833189646403
13,3513.934426229508,84.64349365234375
14,3569.8225806451615,84.6684341430664
15,3381.2241379310344,85.13315200805664
