"",latency-Q10,memory
1,1025.4140625,72.37471712552585
2,618.0916666666667,77.13424301147461
3,909.5819672131148,78.4093386332194
4,623.3360655737705,77.90360450744629
5,671.771186440678,77.71950467427571
6,651.85,78.30565198262532
7,656.45,77.96007219950359
8,654.6,79.24145634969075
9,685.2166666666667,79.23709297180176
10,665.55,80.24231592814128
11,705.8524590163935,79.8245455423991
12,769.6475409836065,79.83752377827962
13,628.95,81.49315325419109
14,666.0583333333333,81.34400749206543
15,420.61475409836066,82.15392875671387
