"",latency-Q1,memory
1,3077.0967741935483,74.33794403076172
2,2151.5491803278687,78.15313657124837
3,2566.293103448276,78.77440071105957
4,2477.34375,80.16452725728352
5,2182.423728813559,79.64882469177246
6,2219.8790322580644,83.26984532674153
7,2327.532258064516,85.44076855977376
8,2273.7,85.17398770650227
9,2364.2890625,84.34024492899577
10,2210.3333333333335,85.11744944254558
11,2139.6610169491523,82.41953468322754
12,2082.9,83.38408088684082
13,2298.584745762712,84.21432749430339
14,2220.4841269841268,83.28133010864258
15,2227.2796610169494,85.72479311625163
