"",latency-Q1,memory
1,1500.8076923076924,1038.268497378327
2,3300.5384615384614,1787.4232281771574
3,3503.733333333333,1784.525840065696
4,4607.615384615385,1787.403959274292
5,5457.625,1783.6362637606535
6,4533.0,1783.7661209106445
7,4403.25,1783.9171919389205
8,6952.25,1785.0202172597249
9,8440.555555555555,1786.0256125710227
10,7855.25,1794.0501813021574
11,8365.0,1784.5630340576172
12,8106.285714285715,1789.3644841512044
13,8973.888888888889,1790.3895893096924
14,7738.428571428572,1791.875071843465
