"",latency-Q11,memory
1,NaN,54.347054114708534
2,NaN,56.712380727132164
3,NaN,56.79168256123861
4,NaN,56.87178611755371
5,NaN,57.08507792154948
6,NaN,57.029126485188804
7,NaN,57.2371514638265
8,NaN,57.04980659484863
9,NaN,57.64456367492676
10,NaN,57.589534759521484
11,NaN,57.666144053141274
12,NaN,57.34917767842611
13,NaN,58.335622787475586
14,NaN,57.75493621826172
15,NaN,57.957542419433594
