"",latency-Q5,memory
1,2148.640625,78.84297649676984
2,1781.344262295082,87.83466339111328
3,1728.8474576271187,95.09255282084148
4,1699.9830508474577,99.47173754374187
5,1753.9322033898304,105.03161684672038
6,1786.9666666666667,111.11987749735515
7,1743.142857142857,116.86543464660645
8,1718.9830508474577,122.87308247884114
9,1686.5833333333333,129.0708713531494
10,1681.344262295082,135.56550788879395
11,1687.2241379310344,140.48712348937988
12,1835.1,146.46465746561685
13,1860.672131147541,151.76484870910645
14,1889.948275862069,158.05899620056152
15,1825.483870967742,164.08443387349448
