"",latency-Q12,memory
1,NaN,74.4521838596889
2,NaN,77.21636199951172
3,NaN,78.53371938069661
4,NaN,79.22636159261067
5,NaN,77.66960589090984
6,NaN,77.81830151875813
7,NaN,77.8129227956136
8,NaN,77.83263079325359
9,NaN,78.11044502258301
10,NaN,77.48648452758789
11,NaN,78.32804107666016
12,NaN,79.62351735432942
13,NaN,78.39111328125
14,NaN,79.67256037394206
15,NaN,78.4579849243164
