"",latency-Q8,memory
1,1271.0234375,83.39241790771484
2,1087.0083333333334,89.79211870829265
3,1091.5081967213114,89.57474454243977
4,988.0508474576271,90.30361302693684
5,1078.0483870967741,90.33523050944011
6,1185.2903225806451,90.99751218159993
7,932.725,91.20618120829265
8,1045.7542372881355,91.72012074788411
9,1000.0833333333334,91.53978729248047
10,1083.1803278688524,92.00123723347981
11,1004.3934426229508,92.0594654083252
12,995.1186440677966,92.43669001261394
13,1024.1101694915253,92.2235501607259
14,1149.0483870967741,93.31812795003255
15,985.0573770491803,94.03221575419109
