"",latency-Q7,memory
1,59.627272727272725,34.8412364079402
2,13.25,36.18440310160319
3,14.385964912280702,36.51318868001302
4,13.930434782608696,36.604753494262695
5,31.513513513513512,37.26699447631836
6,199.4255319148936,37.845327377319336
7,1014.4242424242424,37.7048397064209
8,1023.6818181818181,37.63340187072754
9,1024.909090909091,38.16183217366537
10,1117.5454545454545,37.845024744669594
11,1061.7727272727273,38.26509539286295
12,1072.1818181818182,38.303086598714195
13,1077.8,38.420838038126625
14,1115.4583333333333,38.727986653645836
15,1029.909090909091,38.84330368041992
