"",latency-Q9,memory
1,9315.041666666666,80.15263308011569
2,NaN,85.950257619222
3,105657.35802469136,192.12208210338247
4,NaN,211.6768472844904
5,NaN,208.67163571444425
6,NaN,207.25293384898794
7,NaN,201.6121174205433
8,NaN,188.64640935262045
9,NaN,184.1430231730143
10,NaN,200.07083447774252
11,NaN,197.95969518025717
12,NaN,196.13006846110025
13,NaN,192.4336083730062
14,NaN,188.94477144877115
