"",latency-Q7,memory
1,2541.1290322580644,76.41560833270734
2,1812.8813559322034,79.91911061604817
3,1839.3145161290322,80.97926266988118
4,1774.4915254237287,80.42853355407715
5,1808.7903225806451,80.97085444132487
6,1795.6610169491526,81.96958096822102
7,1801.55,81.79289563496907
8,1797.0,81.74882062276204
9,2054.9206349206347,82.2989107767741
10,2035.6967213114754,83.55140495300293
11,1793.4916666666666,83.12260437011719
12,1764.2083333333333,83.64619636535645
13,1822.7542372881355,83.85114924112956
14,1822.827868852459,84.07271893819173
15,1783.0,83.76797485351562
