"",latency-Q7,memory
1,1811.1160714285713,73.51939744215746
2,1416.6875,77.47314898173015
3,1442.6666666666667,77.64765739440918
4,1466.59375,77.9957898457845
5,1277.1826923076924,79.08462397257487
6,1413.7227722772277,78.85394859313965
7,1421.4270833333333,78.86418914794922
8,1445.438775510204,79.40767987569173
9,1458.5916666666667,80.28312301635742
10,1444.5409836065573,80.0775712331136
11,1389.0166666666667,80.45195134480794
12,1324.8454545454545,80.0039831797282
13,1449.5943396226414,80.34052149454753
14,1389.3,81.02804629007976
15,1418.4649122807018,81.4035758972168
