"",latency-Q12,memory
1,NaN,74.32103220621745
2,NaN,78.83440907796223
3,NaN,79.61896260579427
4,NaN,79.17068354288737
5,NaN,79.7049331665039
6,NaN,79.30057462056477
7,NaN,79.82226816813152
8,NaN,79.5083491007487
9,NaN,80.50379308064778
10,NaN,80.64621162414551
11,NaN,79.85048993428548
12,NaN,80.07797495524089
13,NaN,80.38156509399414
14,NaN,80.06172879536946
15,NaN,82.02451769510905
